Iteration	Loss (h + target_loss)	Total Cost (f)	Cost g
1	0.4709688723087311	0.46096887230873107	0
2	0.4586804509162903	0.449151419788599	0.0004709688723087311
3	0.4479006230831146	0.4388425608277321	0.0009419377446174622
4	0.442744642496109	0.43415754911303517	0.0014129066169261933
5	0.43365171551704407	0.42553559100627897	0.0018838754892349244
6	0.4319075644016266	0.42426240876317023	0.0023548443615436553
7	0.43077901005744934	0.4236048232913017	0.002825813233852386
8	0.4304752051830292	0.4237719872891903	0.003296782106161117
9	0.42895227670669556	0.4227200276851654	0.003767750978469848
10	0.42850804328918457	0.4227467631399631	0.004238719850778579
11	0.4279080331325531	0.4226177218556404	0.00470968872308731
12	0.4266899526119232	0.42187061020731925	0.005180657595396041
13	0.42636382579803467	0.42201545226573944	0.0056516264677047715
14	0.4268375039100647	0.42201816150546073	0.005180657595396041
15	0.4264001250267029	0.42205175149440766	0.0056516264677047715
16	0.42641669511795044	0.4220683215856552	0.0056516264677047715
17	0.4258832633495331	0.4220058586895466	0.006122595340013502
18	0.42445239424705505	0.42104595845937726	0.006593564212322233
19	0.42422106862068176	0.4212856017053127	0.007064533084630964
20	0.4242674708366394	0.42133200392127035	0.007064533084630964
21	0.42343541979789734	0.420970921754837	0.007535501956939695
22	0.42245373129844666	0.4204602021276951	0.008006470829248427
23	0.42246830463409424	0.42047477546334266	0.008006470829248427
24	0.4225967526435852	0.42060322347283363	0.008006470829248427
25	0.4222063422203064	0.42068378192186356	0.008477439701557158
26	0.4216044843196869	0.42055289289355274	0.008948408573865889
27	0.420722633600235	0.4201420110464096	0.00941937744617462
28	0.4208471477031708	0.42026652514934537	0.00941937744617462
29	0.42085790634155273	0.42027728378772733	0.00941937744617462
30	0.4209117591381073	0.4203311365842819	0.00941937744617462
31	0.4205375611782074	0.42042790749669073	0.00989034631848335
32	0.4205441176891327	0.420434464007616	0.00989034631848335
33	0.41969990730285645	0.4200612224936485	0.010361315190792081
34	0.4191921353340149	0.4200244193971157	0.010832284063100812
35	0.4192546606063843	0.4200869446694851	0.010832284063100812
36	0.4187871813774109	0.42009043431282045	0.011303252935409543
37	0.4180712401866913	0.41984546199440953	0.011774221807718274
38	0.418077290058136	0.41985151186585423	0.011774221807718274
39	0.41820812225341797	0.4199823440611362	0.011774221807718274
40	0.41785216331481934	0.4200973539948463	0.012245190680027005
41	0.41685643792152405	0.4195725974738598	0.012716159552335736
42	0.41708406805992126	0.419800227612257	0.012716159552335736
43	0.4167218804359436	0.4199090088605881	0.013187128424644467
44	0.41615360975265503	0.41981170704960824	0.013658097296953197
45	0.41558849811553955	0.41971756428480145	0.014129066169261928
46	0.41567033529281616	0.41979940146207806	0.014129066169261928
47	0.41571131348609924	0.41984037965536114	0.014129066169261928
48	0.4157579243183136	0.4198869904875755	0.014129066169261928
49	0.4167352318763733	0.41992236030101776	0.013187128424644467
50	0.41534167528152466	0.4199417103230953	0.01460003504157066
51	0.4147758483886719	0.41984685230255125	0.01507100391387939
52	0.41437315940856934	0.41991513219475746	0.015541972786188121
53	0.4138949513435364	0.41990789300203324	0.016012941658496854
54	0.41485801339149475	0.41992901730537413	0.01507100391387939
55	0.41534703969955444	0.4199470747411251	0.01460003504157066
56	0.4145999848842621	0.41967098879814146	0.01507100391387939
57	0.4148705005645752	0.4199415044784546	0.01507100391387939
58	0.4139474034309387	0.4199603450894356	0.016012941658496854
59	0.4167741537094116	0.4199612821340561	0.013187128424644467
60	0.4153679311275482	0.41996796616911886	0.01460003504157066
61	0.4145144522190094	0.4195854561328888	0.01507100391387939
62	0.4146939218044281	0.4197649257183075	0.01507100391387939
63	0.414442241191864	0.41998421397805213	0.015541972786188121
64	0.413502961397171	0.41998687192797657	0.016483910530805584
65	0.41300156712532043	0.4199564465284347	0.016954879403114315
66	0.4149223268032074	0.4199933307170868	0.01507100391387939
67	0.41398316621780396	0.4199961078763008	0.016012941658496854
68	0.41681787371635437	0.42000500214099884	0.013187128424644467
69	0.415859192609787	0.4195172899067402	0.013658097296953197
70	0.4159690737724304	0.41962717106938363	0.013658097296953197
71	0.4151453971862793	0.4192744633555412	0.014129066169261928
72	0.4151633381843567	0.4192924043536186	0.014129066169261928
73	0.415314644575119	0.4194437107443809	0.014129066169261928
74	0.41534850001335144	0.41947756618261334	0.014129066169261928
75	0.4150773882865906	0.4196774233281612	0.01460003504157066
76	0.414547324180603	0.4196183280944824	0.01507100391387939
77	0.4137808084487915	0.4193227812349796	0.015541972786188121
78	0.4139307141304016	0.41947268691658973	0.015541972786188121
79	0.4139963984489441	0.4195383712351322	0.015541972786188121
80	0.41508355736732483	0.41968359240889547	0.01460003504157066
81	0.4150876998901367	0.41968773493170736	0.01460003504157066
82	0.41432374715805054	0.4193947510719299	0.01507100391387939
83	0.4138455390930176	0.4193875118792057	0.015541972786188121
84	0.414340078830719	0.4194110827445984	0.01507100391387939
85	0.4138619303703308	0.41940390315651893	0.015541972786188121
86	0.4138979911804199	0.41943996396660804	0.015541972786188121
87	0.41391441226005554	0.41945638504624366	0.015541972786188121
88	0.41349923610687256	0.4195121777653694	0.016012941658496854
89	0.412820041179657	0.41930395171046253	0.016483910530805584
90	0.4128788411617279	0.41936275169253345	0.016483910530805584
91	0.41294044256210327	0.4194243530929088	0.016483910530805584
92	0.4130037724971771	0.41948768302798267	0.016483910530805584
93	0.41353368759155273	0.4195466292500496	0.016012941658496854
94	0.4127940237522125	0.41927793428301807	0.016483910530805584
95	0.41285449266433716	0.4193384031951427	0.016483910530805584
96	0.41297483444213867	0.4194587449729442	0.016483910530805584
97	0.41304314136505127	0.4195270518958568	0.016483910530805584
98	0.4126206934452057	0.41957557284832	0.016954879403114315
99	0.4121580719947815	0.4195839202702045	0.017425848275423046
100	0.4115363657474518	0.41943318289518355	0.017896817147731777
101	0.41161924600601196	0.41951606315374373	0.017896817147731777
102	0.4116372764110565	0.4195340935587883	0.017896817147731777
103	0.4145219624042511	0.4195929663181305	0.01507100391387939
104	0.41347023844718933	0.41901221123337745	0.015541972786188121
105	0.4137166738510132	0.4192586466372013	0.015541972786188121
106	0.41329753398895264	0.4193104756474495	0.016012941658496854
107	0.4133300185203552	0.4193429601788521	0.016012941658496854
108	0.4133742153644562	0.41938715702295304	0.016012941658496854
109	0.41265156865119934	0.4191354791820049	0.016483910530805584
110	0.4122093617916107	0.419164241194725	0.016954879403114315
111	0.4123228192329407	0.41927769863605496	0.016954879403114315
112	0.411781370639801	0.41920721891522406	0.017425848275423046
113	0.4111884832382202	0.419085300385952	0.017896817147731777
114	0.4112796485424042	0.41917646569013595	0.017896817147731777
115	0.4114014208316803	0.41929823797941207	0.017896817147731777
116	0.4123440980911255	0.4192989774942398	0.016954879403114315
117	0.4123521149158478	0.41930699431896207	0.016954879403114315
118	0.412875235080719	0.41935914561152454	0.016483910530805584
119	0.4118466377258301	0.41880151712894437	0.016954879403114315
120	0.4119979739189148	0.4189528533220291	0.016954879403114315
121	0.4120575487613678	0.4190124281644821	0.016954879403114315
122	0.4121852219104767	0.419140101313591	0.016954879403114315
123	0.41173267364501953	0.41915852192044256	0.017425848275423046
124	0.4112038314342499	0.41910064858198165	0.017896817147731777
125	0.4106702208518982	0.4190380068719387	0.018367786020040508
126	0.41074129939079285	0.41910908541083336	0.018367786020040508
127	0.41080567240715027	0.4191734584271908	0.018367786020040508
128	0.4117489159107208	0.41917476418614386	0.017425848275423046
129	0.4117562770843506	0.4191821253597736	0.017425848275423046
130	0.41122302412986755	0.4191198412775993	0.017896817147731777
131	0.4107140600681305	0.419081846088171	0.018367786020040508
132	0.41072043776512146	0.419088223785162	0.018367786020040508
133	0.41078102588653564	0.41914881190657616	0.018367786020040508
134	0.4103836715221405	0.41922242641448976	0.01883875489234924
135	0.4095899164676666	0.41889964023232457	0.01930972376465797
136	0.40974894165992737	0.4190586654245853	0.01930972376465797
137	0.41181787848472595	0.419243726760149	0.017425848275423046
138	0.4108934700489044	0.41926125606894493	0.018367786020040508
139	0.41183924674987793	0.41926509502530096	0.017425848275423046
140	0.4109196960926056	0.41881651324033736	0.017896817147731777
141	0.4110437333583832	0.41894055050611495	0.017896817147731777
142	0.41025182604789734	0.41861961206793785	0.018367786020040508
143	0.4104102551937103	0.41877804121375084	0.018367786020040508
144	0.41043609380722046	0.41880387982726097	0.018367786020040508
145	0.41045546531677246	0.418823251336813	0.018367786020040508
146	0.4105723798274994	0.4189401658475399	0.018367786020040508
147	0.4101547300815582	0.4189934849739075	0.01883875489234924
148	0.40970417857170105	0.419013902336359	0.01930972376465797
149	0.40914386510849	0.41892455774545667	0.0197806926369667
150	0.4092239439487457	0.4190046365857124	0.0197806926369667
151	0.41018664836883545	0.4190254032611847	0.01883875489234924
152	0.4102010130882263	0.4190397679805756	0.01883875489234924
153	0.4102049469947815	0.41904370188713075	0.01883875489234924
154	0.41070786118507385	0.41907564720511437	0.018367786020040508
155	0.41020897030830383	0.4190477252006531	0.01883875489234924
156	0.40971696376800537	0.4190266875326633	0.01930972376465797
157	0.40977051854133606	0.419080242305994	0.01930972376465797
158	0.410241961479187	0.41908071637153627	0.01883875489234924
159	0.40951961278915405	0.418829336553812	0.01930972376465797
160	0.4091038405895233	0.41888453322649	0.0197806926369667
161	0.4091351330280304	0.4189158256649971	0.0197806926369667
162	0.408816397190094	0.4190680586993694	0.02025166150927543
163	0.4082012474536896	0.41892387783527374	0.020722630381584162
164	0.40820416808128357	0.41892679846286773	0.020722630381584162
165	0.40829986333847046	0.4190224937200546	0.020722630381584162
166	0.41025182604789734	0.4190905809402466	0.01883875489234924
167	0.41025182604789734	0.4190905809402466	0.01883875489234924
168	0.41025182604789734	0.4190905809402466	0.01883875489234924
169	0.41025182604789734	0.4190905809402466	0.01883875489234924
170	0.41025182604789734	0.4190905809402466	0.01883875489234924
171	0.41025182604789734	0.4190905809402466	0.01883875489234924
172	0.41025182604789734	0.4190905809402466	0.01883875489234924
173	0.41025182604789734	0.4190905809402466	0.01883875489234924
174	0.41025182604789734	0.4190905809402466	0.01883875489234924
175	0.41025182604789734	0.4190905809402466	0.01883875489234924
176	0.41025182604789734	0.4190905809402466	0.01883875489234924
177	0.41025182604789734	0.4190905809402466	0.01883875489234924
178	0.41025182604789734	0.4190905809402466	0.01883875489234924
179	0.41025182604789734	0.4190905809402466	0.01883875489234924
180	0.41025182604789734	0.4190905809402466	0.01883875489234924
181	0.41025182604789734	0.4190905809402466	0.01883875489234924
182	0.41025182604789734	0.4190905809402466	0.01883875489234924
183	0.41025182604789734	0.4190905809402466	0.01883875489234924
184	0.41025182604789734	0.4190905809402466	0.01883875489234924
185	0.41025182604789734	0.4190905809402466	0.01883875489234924
186	0.41025182604789734	0.4190905809402466	0.01883875489234924
187	0.41025182604789734	0.4190905809402466	0.01883875489234924
188	0.41025182604789734	0.4190905809402466	0.01883875489234924
189	0.41025182604789734	0.4190905809402466	0.01883875489234924
190	0.41025182604789734	0.4190905809402466	0.01883875489234924
191	0.41025182604789734	0.4190905809402466	0.01883875489234924
192	0.41025182604789734	0.4190905809402466	0.01883875489234924
193	0.41025182604789734	0.4190905809402466	0.01883875489234924
194	0.41025182604789734	0.4190905809402466	0.01883875489234924
195	0.41025182604789734	0.4190905809402466	0.01883875489234924
196	0.41025182604789734	0.4190905809402466	0.01883875489234924
197	0.41025182604789734	0.4190905809402466	0.01883875489234924
198	0.4107242822647095	0.41909206828475	0.018367786020040508
199	0.41025909781455994	0.4190978527069092	0.01883875489234924
200	0.4097730815410614	0.41908280530571934	0.01930972376465797
201	0.40921086072921753	0.4189915533661842	0.0197806926369667
202	0.4097955822944641	0.41910530605912205	0.01930972376465797
203	0.41074609756469727	0.4191138835847378	0.018367786020040508
204	0.40934908390045166	0.41912977653741834	0.0197806926369667
205	0.40982601046562195	0.4191357342302799	0.01930972376465797
206	0.4089042544364929	0.41915591594576834	0.02025166150927543
207	0.40825769305229187	0.41898032343387603	0.020722630381584162
208	0.4083341956138611	0.41905682599544525	0.020722630381584162
209	0.40836694836616516	0.4190895787477493	0.020722630381584162
210	0.408378541469574	0.41910117185115814	0.020722630381584162
211	0.40843525528907776	0.4191578856706619	0.020722630381584162
212	0.4103284180164337	0.41916717290878297	0.01883875489234924
213	0.4098581373691559	0.4191678611338138	0.01930972376465797
214	0.40886759757995605	0.41864829021692274	0.0197806926369667
215	0.40906551480293274	0.4188462074398994	0.0197806926369667
216	0.4090932011604309	0.4188738937973976	0.0197806926369667
217	0.40873777866363525	0.4189894401729107	0.02025166150927543
218	0.40874865651130676	0.4190003180205822	0.02025166150927543
219	0.4088364243507385	0.41908808586001395	0.02025166150927543
220	0.4081543982028961	0.4188770285844803	0.020722630381584162
221	0.4077007472515106	0.4188943465054035	0.021193599253892893
222	0.4072238504886627	0.4188884186148643	0.021664568126201624
223	0.4066949188709259	0.41883045586943624	0.022135536998510355
224	0.4067643880844116	0.41889992508292195	0.022135536998510355
225	0.4078908860683441	0.419084485322237	0.021193599253892893
226	0.40791845321655273	0.41911205247044564	0.021193599253892893
227	0.4079214036464691	0.419115002900362	0.021193599253892893
228	0.40792229771614075	0.41911589697003365	0.021193599253892893
229	0.40886759757995605	0.4191192590892315	0.02025166150927543
230	0.40886759757995605	0.4191192590892315	0.02025166150927543
231	0.40886759757995605	0.4191192590892315	0.02025166150927543
232	0.40886759757995605	0.4191192590892315	0.02025166150927543
233	0.40886759757995605	0.4191192590892315	0.02025166150927543
234	0.40886759757995605	0.4191192590892315	0.02025166150927543
235	0.40886759757995605	0.4191192590892315	0.02025166150927543
236	0.40886759757995605	0.4191192590892315	0.02025166150927543
237	0.40886759757995605	0.4191192590892315	0.02025166150927543
238	0.40886759757995605	0.4191192590892315	0.02025166150927543
239	0.40886759757995605	0.4191192590892315	0.02025166150927543
240	0.40886759757995605	0.4191192590892315	0.02025166150927543
241	0.40886759757995605	0.4191192590892315	0.02025166150927543
242	0.40886759757995605	0.4191192590892315	0.02025166150927543
243	0.40886759757995605	0.4191192590892315	0.02025166150927543
244	0.40886759757995605	0.4191192590892315	0.02025166150927543
245	0.40886759757995605	0.4191192590892315	0.02025166150927543
246	0.40886759757995605	0.4191192590892315	0.02025166150927543
247	0.40886759757995605	0.4191192590892315	0.02025166150927543
248	0.40886759757995605	0.4191192590892315	0.02025166150927543
249	0.40886759757995605	0.4191192590892315	0.02025166150927543
250	0.40886759757995605	0.4191192590892315	0.02025166150927543
251	0.40886759757995605	0.4191192590892315	0.02025166150927543
252	0.40886759757995605	0.4191192590892315	0.02025166150927543
253	0.40886759757995605	0.4191192590892315	0.02025166150927543
254	0.40886759757995605	0.4191192590892315	0.02025166150927543
255	0.40886759757995605	0.4191192590892315	0.02025166150927543
256	0.40886759757995605	0.4191192590892315	0.02025166150927543
257	0.40886759757995605	0.4191192590892315	0.02025166150927543
258	0.40886759757995605	0.4191192590892315	0.02025166150927543
259	0.40886759757995605	0.4191192590892315	0.02025166150927543
260	0.40886759757995605	0.4191192590892315	0.02025166150927543
261	0.4088727533817291	0.41912441489100455	0.02025166150927543
262	0.40887337923049927	0.4191250407397747	0.02025166150927543
263	0.4083513617515564	0.41907399213314056	0.020722630381584162
264	0.40770256519317627	0.4188961644470692	0.021193599253892893
265	0.40781262516975403	0.41900622442364693	0.021193599253892893
266	0.4079405963420868	0.4191341955959797	0.021193599253892893
267	0.4070224463939667	0.419157983392477	0.022135536998510355
268	0.4084455072879791	0.4191681376695633	0.020722630381584162
269	0.40796899795532227	0.41916259720921517	0.021193599253892893
270	0.409869909286499	0.41917963305115696	0.01930972376465797
271	0.40927422046661377	0.41905491310358045	0.0197806926369667
272	0.40705230832099915	0.4191878453195095	0.022135536998510355
273	0.40705442428588867	0.419189961284399	0.022135536998510355
274	0.40705442428588867	0.419189961284399	0.022135536998510355
275	0.4089401364326477	0.4191917979419231	0.02025166150927543
276	0.40802934765815735	0.4187519780397415	0.020722630381584162
277	0.408263236284256	0.41898586666584015	0.020722630381584162
278	0.4073576033115387	0.4185512025654316	0.021193599253892893
279	0.4075544476509094	0.41874804690480233	0.021193599253892893
280	0.4072677195072174	0.418932287633419	0.021664568126201624
281	0.4072863757610321	0.4189509438872337	0.021664568126201624
282	0.4068051874637604	0.4189407244622707	0.022135536998510355
283	0.4063369333744049	0.418943439245224	0.022606505870819086
284	0.4063858985900879	0.41899240446090696	0.022606505870819086
285	0.4073576033115387	0.4190221714377403	0.021664568126201624
286	0.4073576033115387	0.4190221714377403	0.021664568126201624
287	0.4073576033115387	0.4190221714377403	0.021664568126201624
288	0.4073576033115387	0.4190221714377403	0.021664568126201624
289	0.4073576033115387	0.4190221714377403	0.021664568126201624
290	0.4073576033115387	0.4190221714377403	0.021664568126201624
291	0.4073576033115387	0.4190221714377403	0.021664568126201624
292	0.4073576033115387	0.4190221714377403	0.021664568126201624
293	0.4073576033115387	0.4190221714377403	0.021664568126201624
294	0.4073576033115387	0.4190221714377403	0.021664568126201624
295	0.4073576033115387	0.4190221714377403	0.021664568126201624
296	0.4073576033115387	0.4190221714377403	0.021664568126201624
297	0.4073576033115387	0.4190221714377403	0.021664568126201624
298	0.4073576033115387	0.4190221714377403	0.021664568126201624
299	0.4073576033115387	0.4190221714377403	0.021664568126201624
300	0.4073576033115387	0.4190221714377403	0.021664568126201624
301	0.4073576033115387	0.4190221714377403	0.021664568126201624
302	0.4073576033115387	0.4190221714377403	0.021664568126201624
303	0.4073576033115387	0.4190221714377403	0.021664568126201624
304	0.4073576033115387	0.4190221714377403	0.021664568126201624
305	0.4073576033115387	0.4190221714377403	0.021664568126201624
306	0.4073576033115387	0.4190221714377403	0.021664568126201624
307	0.4073576033115387	0.4190221714377403	0.021664568126201624
308	0.4073576033115387	0.4190221714377403	0.021664568126201624
309	0.4073576033115387	0.4190221714377403	0.021664568126201624
310	0.4073576033115387	0.4190221714377403	0.021664568126201624
311	0.4073576033115387	0.4190221714377403	0.021664568126201624
312	0.4073576033115387	0.4190221714377403	0.021664568126201624
313	0.4073576033115387	0.4190221714377403	0.021664568126201624
314	0.4073576033115387	0.4190221714377403	0.021664568126201624
315	0.4073576033115387	0.4190221714377403	0.021664568126201624
316	0.4073576033115387	0.4190221714377403	0.021664568126201624
317	0.4078795313835144	0.4190731306374073	0.021193599253892893
318	0.40741482377052307	0.41907939189672466	0.021664568126201624
319	0.40654245018959045	0.4186779871881008	0.022135536998510355
320	0.40680167078971863	0.41893720778822896	0.022135536998510355
321	0.4060538709163666	0.41866037678718565	0.022606505870819086
322	0.40607544779777527	0.41868195366859434	0.022606505870819086
323	0.4062115550041199	0.41881806087493895	0.022606505870819086
324	0.40622344613075256	0.41882995200157164	0.022606505870819086
325	0.4063855707645416	0.4189920766353607	0.022606505870819086
326	0.4063969552516937	0.4190034611225128	0.022606505870819086
327	0.40641817450523376	0.41902468037605284	0.022606505870819086
328	0.40596139430999756	0.4190388690531254	0.023077474743127817
329	0.405394971370697	0.4189434149861336	0.023548443615436548
330	0.40550023317337036	0.4190486767888069	0.023548443615436548
331	0.4064444601535797	0.4190509660243988	0.022606505870819086
332	0.4064752161502838	0.4190817220211029	0.022606505870819086
333	0.40648603439331055	0.4190925402641296	0.022606505870819086
334	0.40555647015571594	0.4191049137711525	0.023548443615436548
335	0.40650296211242676	0.41910946798324583	0.022606505870819086
336	0.4058372676372528	0.4189147423803806	0.023077474743127817
337	0.405435174703598	0.4189836183190346	0.023548443615436548
338	0.4060415029525757	0.4191189776957035	0.023077474743127817
339	0.4053720235824585	0.41892046719789505	0.023548443615436548
340	0.4049904942512512	0.4190099067389965	0.02401941248774528
341	0.4050101637840271	0.4190295762717724	0.02401941248774528
342	0.4060472249984741	0.41912469974160194	0.023077474743127817
343	0.4060538709163666	0.4191313456594944	0.023077474743127817
344	0.4060538709163666	0.4191313456594944	0.023077474743127817
345	0.4060538709163666	0.4191313456594944	0.023077474743127817
346	0.4060538709163666	0.4191313456594944	0.023077474743127817
347	0.4060538709163666	0.4191313456594944	0.023077474743127817
348	0.4060538709163666	0.4191313456594944	0.023077474743127817
349	0.4060538709163666	0.4191313456594944	0.023077474743127817
350	0.4060538709163666	0.4191313456594944	0.023077474743127817
351	0.4060538709163666	0.4191313456594944	0.023077474743127817
352	0.4060538709163666	0.4191313456594944	0.023077474743127817
353	0.4060538709163666	0.4191313456594944	0.023077474743127817
354	0.4060538709163666	0.4191313456594944	0.023077474743127817
355	0.4060538709163666	0.4191313456594944	0.023077474743127817
356	0.4060538709163666	0.4191313456594944	0.023077474743127817
357	0.4060538709163666	0.4191313456594944	0.023077474743127817
358	0.4060538709163666	0.4191313456594944	0.023077474743127817
359	0.4060538709163666	0.4191313456594944	0.023077474743127817
360	0.4060538709163666	0.4191313456594944	0.023077474743127817
361	0.4060538709163666	0.4191313456594944	0.023077474743127817
362	0.4060538709163666	0.4191313456594944	0.023077474743127817
363	0.4060538709163666	0.4191313456594944	0.023077474743127817
364	0.4060538709163666	0.4191313456594944	0.023077474743127817
365	0.4060538709163666	0.4191313456594944	0.023077474743127817
366	0.4060538709163666	0.4191313456594944	0.023077474743127817
367	0.4060538709163666	0.4191313456594944	0.023077474743127817
368	0.4060538709163666	0.4191313456594944	0.023077474743127817
369	0.4060538709163666	0.4191313456594944	0.023077474743127817
370	0.4060538709163666	0.4191313456594944	0.023077474743127817
371	0.4060538709163666	0.4191313456594944	0.023077474743127817
372	0.4060538709163666	0.4191313456594944	0.023077474743127817
373	0.4060538709163666	0.4191313456594944	0.023077474743127817
374	0.4060538709163666	0.4191313456594944	0.023077474743127817
375	0.4060547649860382	0.419132239729166	0.023077474743127817
376	0.4060656726360321	0.4191431473791599	0.023077474743127817
377	0.40653884410858154	0.4191453499794006	0.022606505870819086
378	0.40654245018959045	0.4191489560604095	0.022606505870819086
379	0.40654245018959045	0.4191489560604095	0.022606505870819086
380	0.40654245018959045	0.4191489560604095	0.022606505870819086
381	0.40654245018959045	0.4191489560604095	0.022606505870819086
382	0.40654245018959045	0.4191489560604095	0.022606505870819086
383	0.40654245018959045	0.4191489560604095	0.022606505870819086
384	0.40654245018959045	0.4191489560604095	0.022606505870819086
385	0.40654245018959045	0.4191489560604095	0.022606505870819086
386	0.40654245018959045	0.4191489560604095	0.022606505870819086
387	0.40654245018959045	0.4191489560604095	0.022606505870819086
388	0.40654245018959045	0.4191489560604095	0.022606505870819086
389	0.40654245018959045	0.4191489560604095	0.022606505870819086
390	0.40654245018959045	0.4191489560604095	0.022606505870819086
391	0.40654245018959045	0.4191489560604095	0.022606505870819086
392	0.40654245018959045	0.4191489560604095	0.022606505870819086
393	0.40654245018959045	0.4191489560604095	0.022606505870819086
394	0.40654245018959045	0.4191489560604095	0.022606505870819086
395	0.40654245018959045	0.4191489560604095	0.022606505870819086
396	0.40654245018959045	0.4191489560604095	0.022606505870819086
397	0.40654245018959045	0.4191489560604095	0.022606505870819086
398	0.40654245018959045	0.4191489560604095	0.022606505870819086
399	0.40654245018959045	0.4191489560604095	0.022606505870819086
400	0.40654245018959045	0.4191489560604095	0.022606505870819086
401	0.40654245018959045	0.4191489560604095	0.022606505870819086
402	0.40654245018959045	0.4191489560604095	0.022606505870819086
403	0.40654245018959045	0.4191489560604095	0.022606505870819086
404	0.40654245018959045	0.4191489560604095	0.022606505870819086
405	0.40654245018959045	0.4191489560604095	0.022606505870819086
406	0.40654245018959045	0.4191489560604095	0.022606505870819086
407	0.40654245018959045	0.4191489560604095	0.022606505870819086
408	0.40654245018959045	0.4191489560604095	0.022606505870819086
409	0.40654245018959045	0.4191489560604095	0.022606505870819086
410	0.40607544779777527	0.4191529225409031	0.023077474743127817
411	0.40607544779777527	0.4191529225409031	0.023077474743127817
412	0.40607544779777527	0.4191529225409031	0.023077474743127817
413	0.40607544779777527	0.4191529225409031	0.023077474743127817
414	0.40607544779777527	0.4191529225409031	0.023077474743127817
415	0.40607544779777527	0.4191529225409031	0.023077474743127817
416	0.40607544779777527	0.4191529225409031	0.023077474743127817
417	0.40607544779777527	0.4191529225409031	0.023077474743127817
418	0.40607544779777527	0.4191529225409031	0.023077474743127817
419	0.40607544779777527	0.4191529225409031	0.023077474743127817
420	0.40607544779777527	0.4191529225409031	0.023077474743127817
421	0.40607544779777527	0.4191529225409031	0.023077474743127817
422	0.40607544779777527	0.4191529225409031	0.023077474743127817
423	0.40607544779777527	0.4191529225409031	0.023077474743127817
424	0.40607544779777527	0.4191529225409031	0.023077474743127817
425	0.40607544779777527	0.4191529225409031	0.023077474743127817
426	0.40607544779777527	0.4191529225409031	0.023077474743127817
427	0.40607544779777527	0.4191529225409031	0.023077474743127817
428	0.40607544779777527	0.4191529225409031	0.023077474743127817
429	0.40607544779777527	0.4191529225409031	0.023077474743127817
430	0.40607544779777527	0.4191529225409031	0.023077474743127817
431	0.40607544779777527	0.4191529225409031	0.023077474743127817
432	0.40607544779777527	0.4191529225409031	0.023077474743127817
433	0.40607544779777527	0.4191529225409031	0.023077474743127817
434	0.40607544779777527	0.4191529225409031	0.023077474743127817
435	0.40607544779777527	0.4191529225409031	0.023077474743127817
436	0.40607544779777527	0.4191529225409031	0.023077474743127817
437	0.40607544779777527	0.4191529225409031	0.023077474743127817
438	0.40607544779777527	0.4191529225409031	0.023077474743127817
439	0.40607544779777527	0.4191529225409031	0.023077474743127817
440	0.40607544779777527	0.4191529225409031	0.023077474743127817
441	0.40607544779777527	0.4191529225409031	0.023077474743127817
442	0.4060755670070648	0.41915304175019263	0.023077474743127817
443	0.40654662251472473	0.4191531283855438	0.022606505870819086
444	0.40749913454055786	0.41916370266675945	0.021664568126201624
445	0.4056161642074585	0.41916460782289505	0.023548443615436548
446	0.40562355518341064	0.4191719987988472	0.023548443615436548
447	0.407988041639328	0.4191816408932209	0.021193599253892893
